"","itemname","itemnumber","participant","receipt","category","amount","itemPrice","rabat","purchdate","purchtime","weekno","monthno","yearno","MerchantName","DateOfBirth","Gender","ContactMe"
"4483","flydende becel","5712580218090","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4484","bacon i skiver","5707196172713","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4485","hjaelpemidler","5711974500728","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4486","vores toiletpapir","5712871418291","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4487","heinz ketchup","87157260","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4488","granataeblekerner","5705830604262","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4489","jps red long hb 20","4030600102725","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4490","oeko vi aels aeg 8 m/l","5701607584799","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4491","fryseposer 8 ltr","5705830001290","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4492","hk. oksekoed","5705451092370","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4493","pant a, 1 stk","7000","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4494","lambi toilet 8 rl.","5710405871048","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4495","oeko. postej","5705830606747","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4496","shampoo","5710405159559","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4497","oego aeg 10 m/l","5701607586991","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4498","oeko arla skummet 1l","5700426293929","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4499","my haarfarve haette","10020518","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4500","smoothie","5710326004549","participant_9",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4501","cheasy vanilje 1kg","5760466793865","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4502","fp mini maelk","7311041073308","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4503","elvital balsam","5710405164850","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4504","ricotta tortelloni","5712873946976","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4505","tunsalat","5705830605511","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4506","aebler","498","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4507","velsmag hamburgerryg","235300","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4508","oeko. agurk","5701675011975","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4509","bumerang boejle sort","20238534","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4510","first price skummetm","7311041073315","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4511","oeko pastinak","5710405072377","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4512","agurker udl.","8717775590385","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4513","junior bleer","5705830355485","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4514","rodalonspray","5702480033442","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4515","fp laeskedrik","7311041073124","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4516","gravad laks","5705830605245","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4517","hindbaer 125 g","5712871451588","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4518","kyl. brystfilet","5760725211727","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4519","karameliseret maelk","7315200015413","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4520","minimaelk","5700426291383","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4521","oeko skummet","5700426293929","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4522","tomatsuppe","5741300056193","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4523","la campagna kapers","5712871095171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4524","brombaer 125g","8717496040183","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4525","oeko champignon 200 g","5711044302207","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4526","rabat - matas striber havtorn bodybutter 250 ml","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4527","prince rounded taste","5712874056032","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4528","soignon gederulle","3523230038751","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4529","yoggi jordbaer yog","5700426220024","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4530","thairet","8855702006957","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4531","oego kokosmaelk 392g","5712871885635","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4532","pant","8880173","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4533","oeko guleroedder 2kg","5708501000011","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4534","groensagsmix, snittet","5708618348860","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4535","nye kartofler 1,5 kg","5701012126324","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4536","sukker 1kg","5712873903177","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4537","graesk insp. yog 1kg","5710328005582","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4538","goel classic salami s","5707196175974","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4539","athena graesk 2% 1kg","5790000427161","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4540","sennepsmar. skinke","5701483192033","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4541","oeko. spinat","5705830600844","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4542","ingefaer","5706779017670","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4543","mini muusli bars","5711070609707","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4544","sunlolly jordbaer","5775345856005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4545","heinz ketchup","5710405093884","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4546","oma madlavning 250ml","8719200022461","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4547","chorizo","5710405309770","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4548","oeko piskefloede 250 m","57037653","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4549","kaergaarden","5760466904919","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4550","oeko arla minimaelk 1l","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4551","minimaelk 1 l","5760466994613","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4552","faxe kondi booster f","5741000142899","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4553","pant","8880172","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4554","marmelade jordbaer/ra","5701211012732","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4555","velsmag hak. kylling","5712873518906","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4556","oeko. guleroedder","5701243547233","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4557","jubilaeumsrugbroed","98152","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4558","flaskepant","294005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4559","durumstykke","98407","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4560","salling oeko hoerfroe","5712873504497","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4561","sunlolly exotic","5775345856050","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4562","pant","8880173","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4563","frugt bar","5715667014172","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4564","oellingegaard minimael","5703753000314","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4565","cocio mint","5711953109942","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4566","oeko minimaelk","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4567","paerer, loese","1148","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4568","blue keld","5707323511309","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4569","marabou premium 100g","7622210337740","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4570","banderos spice mix g","7611612700832","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4571","bloklys","5701141000717","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4572","oeko arla letmaelk 1l","5700426293912","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4573","kiwi","702","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4574","mayonnaise i pose","5712874153045","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4575","oego majs popcorn","5712872348313","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4576","abc lakrids 57g","5701090058715","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4577","broccoli buketter","5712874266288","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4578","fritidsbatteri, 12 v, 30 ah","802302","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4579","langelaender poelser","5704000487872","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4580","haveslangeholder","21439047382","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4581","pant","8880171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4582","lavazza oro","8000070019362","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4583","varmrg.laks peber","5740301131151","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4584","paere 4stk bakke","8717228291869","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4585","fanta orange zero 1,","57095790","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4586","oego rosiner","5712870929958","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4587","pecorino","8002710712008","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4588","ear oerepropper","5701273214006","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4589","stryhns fransk poste","5704000502261","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4590","gestus graesk yoghurt","5701410391560","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4591"," twin marker 108 stk","5710250042785","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4592","grov gulerodsbolle","102621","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4593","hamburgerryg","5707196154573","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4594","oeko oksekoed","5701050284314","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4595","lise flyd. mar 500ml","5710405309305","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4596","tonic 6-pak","5711018000054","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4597","v6 bottle","7622210414571","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4598","cult energy","5741000224373","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4599","tomater","5701012444428","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4600","peanuts","106099","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4601","minimaelk 1 l","5760466994613","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4602","oeko sallin aeg 10 m/l","5701607587042","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4603","ristede loeg","5701012980261","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4604","staudemix","8718534282688","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4605","veganske grillpoelser","7350037194771","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4606","budget saft","5701012809272","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4607","orangeroedder","5710820000023","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4608","pant","8880172","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4609","oeko dk squash","5701243013516","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4610","oeko. cr. fraiche","5711953107047","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4611","pepsi reg. 2l","5712870528694","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4612","gillette venus giftset smooth razor+shave gel 75ml","10037584","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4613","oeko bananer, loese","5712873336944","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4614","ingen varetekst","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4615","oeko. minimaelk","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4616","kaergaarden","5712580459608","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4617","servietter","5701117040167","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4618","kammerjunkere","5705830015563","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4619","faxe kondi","5741000123591","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4620","baerepose stor","5701012360551","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4621","oeko peber","5706779018516","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4622","egelykke skummet 1l","5760466821599","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4623","go'e staenger","5774540478302","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4624","toiletpapir","5705830354754","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4625","500 grs cham","5906731282171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4626","egelykke piskefloede","5701852261308","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4627","graasten makrelsalat","5704000500090","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4628","retur paa faktura:748851 200905","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4629","oeko. ost 45+","5707673100567","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4630","vaniljesukker","5705830009029","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4631","moerk plade","5701049015356","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4632","agurker","5708567083546","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4633","dk agurk","5711044475956","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4634","xoko 72% oeko","5708308030952","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4635","castus","5707653001785","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4636","pose","6922","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4637","marabou schweizernoed","7622201801434","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4638","nupo bar","5715667014134","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4639","ariel kuloert 0,9 l","8001090258236","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4640","smart pets snack ant","7311041082812","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4641","dino med pop ud oejne","102766002","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4642","oego floedehavarti 350","5703985051153","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4643","mayonnaise 375 g.","5704068016335","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4644","brewdog dead pony","5060154919875","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4645","grovval. havregryn oe","5712871081662","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4646","stor baerepose","5705830003720","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4647","oeko orangeroedder","5712873575732","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4648","pant","8880281","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4649","oego bacon i tern","5708330005201","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4650","oeko cherrytomater","5710357000060","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4651","oeko linguine","5710326007571","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4652","passionsfrugt 3-pak","4260192860592","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4653","vaadeservietter","5712873709144","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4654","daasepant","295005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4655","oeko minimaelk","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4656","yoghurt 150 g","5711953030802","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4657","silkline daily toile","5701410377557","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4658","pant","8880171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4659","rosmarin","5705830010872","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4660","blommeabrikoser","8424314310051","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4661","gb dronning mandler","5774540120607","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4662","oriental chef","5711988004069","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4663","starb. t'shot 300ml","5711953124860","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4664","lurpak smoer saltet","5740900403383","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4665","pant","8880172","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4666","mini maelk oeko","5710328002222","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4667","harboe cola","5711018024043","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4668","monstera pl 21 finge","30349490","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4669","multifrugt juice","5705830007643","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4670","panda choco lakrits","6412500032704","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4671","oeko banan 4stk","5701331900100","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4672","chestfords creme f.","5712873213931","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4673","hel kylling","5712870897516","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4674","vores muusli","5711044962722","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4675","clementiner 900g","5710405598846","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4676","hazelnuts","5706779062106","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4677","burgerbolle","5712871234792","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4678","oeko kartofler 650 g","5712871359334","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4679","partypoelser","5705830500199","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4680","oeko roed peber","5706779028539","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4681","promo 30 freesia","8711805038588","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4682","gram slot oeko sy","5705830009241","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
